"","subject","age.x","sex.x","Antisocial_Asses1","Antisocial_Asses2","Antisocial_Asses3","Antisocial_Asses4","Antisocial_Asses5","Antisocial_HowMany1","Antisocial_HowMany2","Antisocial_HowMany3","Antisocial_HowMany4","Antisocial_HowMany5","Antisocial_HowOften1","Antisocial_HowOften2","Antisocial_HowOften3","Antisocial_HowOften4","Antisocial_HowOften5","Antisocial_Recom1","Antisocial_Recom2","Antisocial_Recom3","Antisocial_Recom4","Antisocial_Recom5","IU1","IU10","IU11","IU12","IU2","IU3","IU4","IU5","IU6","IU7","IU8","IU9","PDS1","PDS2","PDS3","Pref1","Pref10","Pref11","Pref2","Pref3","Pref4","Pref5","Pref6","Pref7","Pref8","Pref9","Rebel_Asses1","Rebel_Asses2","Rebel_Asses3","Rebel_Asses4","Rebel_Asses5","Rebel_HowMany1","Rebel_HowMany2","Rebel_HowMany3","Rebel_HowMany4","Rebel_HowMany5","Rebel_HowOften1","Rebel_HowOften2","Rebel_HowOften3","Rebel_HowOften4","Rebel_HowOften5","Rebel_Recom1","Rebel_Recom2","Rebel_Recom3","Rebel_Recom4","Rebel_Recom5","Reckless_Asses1","Reckless_Asses2","Reckless_Asses3","Reckless_Asses4","Reckless_Asses5","Reckless_HowMany1","Reckless_HowMany2","Reckless_HowMany3","Reckless_HowMany4","Reckless_HowMany5","Reckless_HowOften1","Reckless_HowOften2","Reckless_HowOften3","Reckless_HowOften4","Reckless_HowOften5","Reckless_Recom1","Reckless_Recom2","Reckless_Recom3","Reckless_Recom4","Reckless_Recom5","SOEP","Thrill_Asses1","Thrill_Asses2","Thrill_Asses3","Thrill_Asses4","Thrill_Asses5","Thrill_Asses6","Thrill_Asses7","Thrill_HowMany1","Thrill_HowMany2","Thrill_HowMany3","Thrill_HowMany4","Thrill_HowMany5","Thrill_HowMany6","Thrill_HowMany7","Thrill_HowOften1","Thrill_HowOften2","Thrill_HowOften3","Thrill_HowOften4","Thrill_HowOften5","Thrill_HowOften6","Thrill_HowOften7","Thrill_Recom1","Thrill_Recom2","Thrill_Recom3","Thrill_Recom4","Thrill_Recom5","Thrill_Recom6","Thrill_Recom7","SumAntisocial","SumAntisocial_HowMany","SumAntisocial_HowOften","SumAntisocial_Recom","SumThrill","SumThrill_HowMany","SumThrill_HowOften","SumThrill_Recom","SumReckless","SumReckless_HowMany","SumReckless_HowOften","SumReckless_Recom","SumRebel","SumRebel_HowMany","SumRebel_HowOften","SumRebel_Recom","SumIU","meanChangeTowardsRisky_Uncertain_0","meanChangeTowardsRisky_Uncertain_1","meanChangeTowardsSafe_Uncertain_0","meanChangeTowardsSafe_Uncertain_1","MinInEyesSum","numberFowards","numberBackwards","cftScore"
"1",1,"11","Weiblich",3,3,3,2,3,2,2,1,1,2,1,1,1,1,1,0,0,0,0,2,3,1,3,4,3,1,4,1,0,0,0,0,1,2,0,0,0,1,2,3,0,1,1,3,3,0,3,4,4,4,3,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,3,3,4,3,2,3,3,3,0,0,0,2,2,0,4,2,1,1,1,2,6,3,2,2,4,1,3,3,4,3,4,1,4,4,1,0,2,1,0,2,2,0,2,4,3,0,4,3,1,14,8,5,2,18,21,7,17,15,9,8,7,18,4,0,1,20,0.25,0.285714285714286,0.125,0,NA,6,10,15
"2",2,"10","Weiblich",1,2,2,2,1,1,1,1,1,0,2,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,3,2,1,3,3,3,3,2,0,1,2,3,1,3,2,1,1,0,0,2,0,0,0,0,1,0,0,0,0,1,2,2,2,1,1,0,1,1,1,3,1,1,1,1,2,1,1,1,1,2,6,2,2,2,1,1,1,2,2,0,1,0,4,2,0,2,0,1,1,4,3,0,1,0,1,1,2,2,0,8,4,4,2,11,9,11,7,8,6,6,6,11,4,1,1,10,0,0,-0.75,-0.875,9,7,9,14
"3",3,"12","Maennlich",2,4,4,2,3,2,1,2,3,3,1,0,0,1,1,2,0,0,2,1,1,2,2,3,2,2,2,3,1,1,3,2,2,1,1,1,0,1,3,0,1,2,2,2,3,0,2,4,3,3,1,2,1,0,0,1,0,0,0,0,3,2,0,0,0,3,3,2,1,2,1,0,1,1,1,4,0,0,1,0,4,1,0,0,0,2,2,1,2,2,1,1,1,3,4,1,2,1,4,3,1,1,0,0,0,4,3,0,4,3,2,3,4,3,0,15,11,3,5,11,16,8,19,9,7,5,3,13,4,3,5,24,-0.0357142857142857,-0.0357142857142857,0,0.125,16,7,12,14
"4",4,"10","Maennlich",0,3,3,2,2,0,2,0,0,0,2,1,1,1,2,2,1,0,2,1,1,1,2,4,1,2,2,2,2,2,2,2,0,0,1,1,0,2,2,0,2,0,0,3,2,0,3,3,4,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,4,3,2,3,2,0,0,2,0,0,1,1,0,0,4,1,0,2,0,2,6,3,2,2,2,0,2,3,2,1,1,0,4,0,0,0,0,1,0,4,0,0,3,3,3,2,4,4,0,10,2,7,6,14,8,5,19,14,2,6,5,15,1,1,2,23,NA,NA,NA,NA,NA,7,7,11
"5",5,"12","Weiblich",3,4,4,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,2,2,0,0,1,1,2,1,0,1,1,1,3,0,2,2,2,2,0,0,2,2,0,3,4,4,4,3,1,2,0,0,1,0,0,0,0,0,1,0,0,0,2,3,2,2,3,1,1,1,1,0,3,0,1,1,0,0,0,1,1,1,3,5,1,2,2,3,1,2,3,3,0,1,0,2,2,0,4,1,1,0,3,3,0,4,2,3,3,4,3,0,16,1,1,0,14,8,12,19,11,6,2,6,18,4,0,3,13,0.0833333333333333,-0.0833333333333333,-0.25,-0.0833333333333333,24,9,7,15
"6",6,"12","Weiblich",1,4,3,1,1,4,2,0,3,2,3,0,0,2,1,1,0,0,1,0,2,4,1,2,2,1,0,4,3,4,1,0,3,2,0,2,0,0,2,0,0,3,0,2,2,0,2,3,3,4,3,2,2,1,2,4,0,0,0,0,3,0,1,0,0,2,2,3,2,3,2,0,3,3,1,4,0,3,4,0,4,0,0,1,0,3,3,3,1,1,3,1,2,1,2,1,3,0,4,4,2,0,0,1,0,2,4,0,3,3,3,2,4,3,0,10,11,6,2,12,16,7,18,12,11,11,4,15,11,3,3,24,0.0714285714285714,0.0714285714285714,0.375,0.25,20,10,13,13
"7",7,"12","Maennlich",4,4,1,2,2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,3,1,1,1,3,0,1,1,3,1,1,0,1,1,3,1,3,0,3,1,1,2,0,0,2,3,3,4,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,1,3,3,0,3,4,1,4,0,1,1,0,4,0,0,0,0,2,8,3,3,1,2,1,1,0,1,0,1,0,1,1,0,1,0,1,0,4,1,0,3,3,4,1,4,2,0,13,1,2,1,11,4,7,17,14,12,6,2,14,5,0,0,15,0.0833333333333333,0.166666666666667,0.0833333333333333,0.166666666666667,18,8,12,9
"8",8,"11","Weiblich",1,3,3,3,2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,2,0,1,1,0,0,1,0,2,0,1,2,2,0,3,0,0,2,0,3,2,0,3,2,1,4,4,4,4,1,1,2,0,0,2,0,0,0,0,1,0,0,0,0,2,4,3,4,3,2,0,2,2,0,4,0,0,0,0,3,0,0,0,0,3,5,2,3,2,3,1,4,4,0,1,1,0,3,1,0,0,1,2,0,4,0,0,2,2,2,1,4,0,0,12,1,1,2,19,6,7,11,16,8,3,3,17,5,1,2,10,0.0416666666666667,-0.0416666666666667,0,0.0833333333333333,22,8,13,14
"9",9,"11","Weiblich",2,3,3,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,1,1,1,3,0,1,2,0,3,0,0,3,1,0,3,3,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,3,1,0,0,2,1,2,0,0,1,0,1,0,0,0,0,0,2,2,2,2,3,1,1,2,0,1,1,0,4,2,0,0,2,1,0,4,1,1,1,2,2,1,4,1,0,12,1,1,1,13,8,9,11,10,5,2,0,14,1,0,1,5,0,0.0833333333333333,-0.0833333333333333,-0.0833333333333333,21,2,10,12
"10",10,"10","Weiblich",2,3,4,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,1,2,0,0,0,1,1,1,0,0,2,2,0,2,1,3,3,0,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,3,3,2,2,4,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,16,0,1,0,20,0,2,2,17,0,1,0,19,0,0,0,9,0.0357142857142857,-0.0357142857142857,-0.375,-0.375,18,8,7,7
"11",11,"10","Weiblich",2,3,2,3,2,3,1,2,1,2,2,1,0,0,1,2,0,1,0,1,0,1,1,1,2,1,1,1,2,2,1,1,0,1,1,0,0,2,3,1,2,3,3,3,2,0,4,4,3,4,2,2,2,1,0,2,0,0,0,0,1,0,0,0,0,2,2,4,2,2,1,2,2,2,2,2,0,0,2,0,0,1,0,2,1,2,5,3,2,2,2,1,2,3,2,2,2,1,2,2,2,0,1,2,0,1,0,0,2,2,2,2,2,2,0,12,9,4,4,15,13,4,12,11,10,2,6,17,7,1,2,14,0.0357142857142857,0.0714285714285714,-1,-1,15,7,10,8
"12",12,"11","Maennlich",0,0,2,0,0,0,0,0,4,0,2,4,0,4,0,0,0,0,2,0,1,3,3,2,0,1,1,1,1,1,1,3,1,0,0,1,0,2,3,0,3,3,3,3,0,2,4,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,5,2,2,4,1,2,4,2,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,3,0,2,0,0,2,4,10,2,17,1,4,5,14,1,4,2,14,0,0,0,18,-0.321428571428571,-0.285714285714286,-0.125,-0.5,5,4,7,7
"13",13,"11","Weiblich",2,3,3,2,3,2,0,0,1,1,4,0,1,1,0,2,0,0,0,1,2,1,2,3,2,2,1,2,2,2,1,0,0,0,1,0,0,2,3,3,2,0,3,2,3,0,3,3,4,4,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,4,4,2,1,1,1,0,4,1,1,2,0,1,1,1,0,0,4,6,2,1,2,4,3,1,3,0,0,1,0,1,0,0,0,1,0,0,1,1,0,2,2,2,1,4,4,0,13,4,6,3,16,2,3,15,16,7,5,6,16,4,0,1,20,0,0.0357142857142857,0,0.375,18,3,8,12
"14",14,"12","Weiblich",2,3,4,2,3,2,1,3,1,0,3,0,1,1,0,1,1,1,1,0,3,2,3,2,3,2,4,2,3,3,1,1,1,2,1,0,3,1,3,1,0,1,1,2,3,0,4,3,4,4,2,1,2,0,1,3,0,0,0,0,3,0,0,0,0,3,4,2,3,4,3,0,4,4,0,4,1,3,4,0,0,0,1,1,0,4,5,2,2,1,3,1,0,3,1,1,0,0,4,3,2,1,0,2,0,0,2,1,2,1,0,4,1,4,1,14,7,5,4,12,11,6,13,16,12,8,6,17,7,3,3,29,0,0.0714285714285714,0,-0.125,21,6,5,13
"15",15,"12","Weiblich",1,4,3,2,3,4,0,1,3,2,4,0,0,2,0,3,0,0,2,0,3,3,1,1,4,1,0,1,3,4,2,1,1,0,1,3,0,2,2,2,3,2,0,2,2,0,3,3,4,4,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,2,2,0,3,4,0,0,0,2,4,0,0,0,1,3,0,2,6,2,1,1,2,0,0,2,4,1,0,0,3,2,1,0,0,0,0,4,0,0,4,2,3,0,4,3,0,13,10,6,5,8,11,4,16,11,7,6,6,15,5,0,0,24,-0.0416666666666667,0.0833333333333333,0,-0.25,21,9,12,10
"16",16,"13","Weiblich",0,2,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,2,0,1,2,3,1,0,2,1,0,1,0,0,2,3,2,3,0,3,2,0,1,2,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,1,0,2,0,1,4,0,3,0,0,0,0,3,4,1,2,1,2,0,1,1,1,0,0,0,1,2,0,3,0,1,0,0,4,0,3,1,1,1,1,3,0,5,2,3,1,8,4,8,10,6,3,8,3,9,1,0,1,13,0.0714285714285714,0.0357142857142857,0,0,22,10,12,9
"17",17,"12","Weiblich",0,3,2,1,2,2,2,1,2,0,4,2,1,1,0,2,0,1,1,1,2,2,2,2,2,2,1,1,2,2,1,0,2,1,0,3,0,2,1,3,2,0,3,3,3,0,3,4,2,4,2,0,0,0,0,4,0,0,0,0,2,0,0,0,0,2,2,3,1,2,0,2,0,4,3,4,1,0,4,2,2,2,0,2,2,2,4,2,3,0,2,0,1,3,2,2,2,1,2,3,0,2,2,2,0,0,2,0,2,0,3,1,2,2,0,8,7,8,5,11,12,8,10,8,13,9,8,15,4,2,2,19,0.166666666666667,-0.0833333333333333,0,-0.333333333333333,22,6,12,10
"18",18,"11","Weiblich",3,4,3,3,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4,1,1,2,0,0,1,2,0,0,1,1,1,0,0,2,3,3,3,3,0,2,0,0,4,4,4,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,6,2,2,2,2,2,1,4,4,1,3,0,4,4,0,2,3,3,4,2,4,0,2,3,2,3,4,3,0,15,1,1,1,15,16,18,17,16,4,0,2,19,1,0,0,11,0.107142857142857,0.0357142857142857,0.125,0,17,10,12,14
"19",19,"11","Weiblich",2,4,3,3,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,2,0,1,4,0,2,2,4,3,0,2,2,1,1,0,0,3,2,3,3,0,0,2,3,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,3,2,4,4,0,3,3,0,2,0,0,4,0,0,0,2,0,0,4,2,0,1,2,1,0,4,0,0,14,2,2,0,19,6,8,8,16,0,0,2,20,0,0,0,20,0.214285714285714,0.0714285714285714,0,-0.0909090909090909,16,10,12,13
"20",20,"10","Maennlich",2,3,3,0,2,2,0,1,2,1,3,1,1,2,1,0,0,0,0,0,1,1,2,1,3,2,1,1,1,2,3,1,1,1,0,0,0,0,3,0,3,1,0,3,2,0,1,3,2,4,1,4,3,1,0,4,0,0,2,0,2,0,0,0,0,2,3,1,1,3,0,0,1,1,1,4,0,1,2,1,4,0,0,0,0,3,10,1,2,1,0,0,0,4,3,0,4,0,4,4,0,2,0,3,0,4,4,0,4,1,4,1,4,4,0,10,6,8,0,8,15,13,18,8,7,8,3,11,12,4,2,19,0.285714285714286,0.357142857142857,-0.625,-0.5,15,6,10,9
"21",21,"11","Weiblich",0,4,2,2,1,0,0,0,1,4,1,0,0,0,3,2,0,0,1,2,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,3,0,2,0,0,3,3,3,2,3,0,4,4,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,2,2,1,0,1,3,1,2,0,1,2,0,0,1,0,1,0,4,4,0,1,1,1,0,1,1,0,0,1,1,2,1,1,0,0,1,0,4,0,0,1,2,2,1,4,3,0,9,5,4,5,5,6,5,13,10,7,3,6,16,1,0,1,3,0.178571428571429,0.214285714285714,0,-0.125,16,5,8,10
"22",22,"11","Maennlich",1,3,3,1,2,0,0,1,2,1,0,0,1,2,1,0,0,1,2,1,1,0,0,1,2,1,0,1,2,1,1,0,0,0,1,1,1,3,3,0,3,0,0,2,0,0,2,3,2,4,1,2,1,0,0,1,0,0,0,0,1,1,1,0,0,2,3,2,1,3,2,0,1,1,0,2,0,1,2,0,0,0,1,1,0,2,7,2,2,1,1,1,2,2,1,2,1,0,4,2,1,0,0,0,0,4,3,0,2,2,2,2,3,2,1,10,4,4,4,11,11,7,14,11,4,3,4,12,4,1,4,10,0.416666666666667,-0.166666666666667,0.0833333333333333,0,18,8,10,12
"23",23,"11","Weiblich",3,3,3,2,3,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,2,2,1,3,1,1,1,3,0,2,3,2,3,2,3,3,3,0,3,3,4,4,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,1,1,1,1,1,3,0,1,0,0,1,1,0,0,0,1,4,4,3,2,4,1,2,3,3,4,2,0,3,2,2,0,1,2,0,2,3,0,1,2,3,0,4,2,0,14,6,1,0,19,16,8,12,16,7,2,2,17,5,0,0,14,0.5,0,0.0714285714285714,-0.0357142857142857,18,9,13,12
"24",24,"11","Weiblich",2,3,2,3,2,1,0,1,1,0,2,0,1,1,0,1,0,1,1,0,1,2,1,2,1,1,1,1,3,1,2,1,1,1,1,3,0,0,3,2,1,3,1,2,2,0,2,3,3,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,3,2,0,1,1,0,1,0,2,4,0,0,1,1,1,1,2,5,2,3,2,3,2,1,2,1,1,1,0,1,3,0,0,1,1,0,1,1,0,1,2,2,0,2,2,0,12,3,4,3,15,7,4,9,11,3,6,6,13,0,0,2,17,0.107142857142857,-0.142857142857143,0,-0.25,17,6,8,11
"25",25,"11","Maennlich",2,4,3,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,2,1,1,1,2,2,3,2,1,1,1,2,0,0,1,0,1,3,0,0,3,0,3,2,0,2,3,0,3,4,3,4,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,3,2,4,1,1,0,2,0,2,1,0,1,0,0,1,0,1,0,3,6,3,1,3,3,1,0,4,1,1,0,0,2,2,0,1,0,0,0,2,2,0,4,1,2,2,4,4,0,11,3,3,3,15,6,5,17,13,5,2,5,16,2,1,1,16,0,0.125,0.0833333333333333,0.0833333333333333,21,9,8,13
"26",26,"11","Maennlich",0,3,2,1,0,1,1,3,3,1,4,1,1,1,1,0,0,0,3,1,2,2,3,1,4,2,1,0,1,3,1,0,0,0,0,1,1,2,2,2,3,0,1,3,2,3,3,3,3,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,2,1,2,1,1,1,4,1,4,1,1,3,0,3,0,0,0,0,3,4,1,2,3,2,2,1,3,4,1,0,0,3,4,0,0,2,0,0,3,2,0,2,3,2,2,4,4,0,6,9,8,4,14,12,7,17,9,11,8,3,14,1,1,1,20,NA,NA,NA,NA,NA,6,9,13
"27",27,"11","Maennlich",2,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,1,2,0,1,0,0,0,0,0,1,3,3,3,0,3,0,1,0,2,0,3,3,4,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,3,1,4,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,3,2,2,3,1,4,2,0,1,1,1,1,0,3,2,0,1,0,1,0,2,3,0,2,1,2,2,3,3,0,13,0,0,1,13,8,7,13,13,2,2,4,15,1,1,2,8,0.0833333333333333,-0.0833333333333333,0,0,12,6,10,11
"28",28,"11","Weiblich",4,4,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,2,2,3,1,3,0,3,2,0,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,2,0,0,1,0,1,0,0,1,0,2,0,0,1,0,1,5,2,3,2,4,2,1,4,1,1,0,0,1,1,0,0,0,0,0,0,3,0,2,2,2,0,1,1,0,17,0,0,0,18,4,3,8,18,2,3,2,18,0,0,1,3,0.0357142857142857,0.107142857142857,0,-0.125,24,NA,NA,14
"29",29,"11","Maennlich",0,3,3,1,2,2,1,1,2,1,3,0,1,2,1,2,0,0,3,0,1,1,3,2,2,0,4,3,2,1,3,3,0,0,0,1,1,2,2,2,1,0,1,1,3,1,3,4,4,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,1,2,3,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,3,2,1,3,3,2,0,3,2,3,2,1,4,2,0,0,1,0,0,2,1,0,1,4,2,2,3,1,0,9,7,7,5,14,14,4,13,11,2,1,2,16,1,1,1,25,NA,NA,NA,NA,NA,7,10,14
"30",30,"13","Maennlich",1,3,2,1,3,3,0,1,2,0,2,1,0,2,1,2,0,0,2,0,1,1,1,1,3,2,1,1,0,1,0,0,1,0,1,1,3,1,3,0,3,1,1,3,3,0,2,3,3,4,2,0,0,0,0,3,0,0,0,0,3,1,0,0,0,2,3,4,2,2,2,0,0,3,0,0,0,0,3,0,0,0,0,1,0,0,7,1,2,1,2,0,1,3,3,3,3,0,4,3,0,3,3,2,0,4,3,0,4,2,3,1,4,1,0,10,6,6,4,10,16,15,15,13,3,3,1,14,3,3,3,12,0.0833333333333333,0.208333333333333,0.0833333333333333,0.25,12,6,8,10
"31",31,"10","Weiblich",1,2,3,2,3,3,4,1,3,0,1,3,3,2,3,1,1,0,2,0,2,2,1,1,3,1,1,1,0,2,1,0,1,1,1,2,0,0,3,1,3,3,0,3,0,0,2,4,4,4,1,4,4,1,0,3,2,4,4,4,1,2,0,0,0,4,0,4,1,4,2,3,2,4,1,4,0,4,0,4,1,4,0,1,0,3,5,2,3,1,3,0,1,3,4,4,4,0,4,2,1,2,2,2,2,0,1,4,3,3,3,2,3,1,0,11,11,12,4,13,19,13,15,11,14,9,8,15,12,15,6,15,0,0.0714285714285714,-0.25,0.125,15,9,11,9
"32",32,"11","Maennlich",2,4,4,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,1,0,0,3,0,0,3,1,3,0,3,2,3,1,3,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,4,2,3,1,2,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,2,2,2,1,2,2,0,16,0,0,1,15,1,3,11,16,0,1,2,17,0,0,0,5,-0.136363636363636,0,-0.0714285714285714,-0.142857142857143,21,8,10,10
"33",33,"11","Maennlich",1,3,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,3,0,0,3,3,1,0,0,2,2,0,1,3,3,4,0,1,1,0,0,1,0,0,0,0,3,0,0,0,0,1,2,3,2,2,2,0,1,1,1,4,0,1,0,0,4,0,0,0,0,2,3,1,2,1,1,1,0,2,3,1,1,0,4,4,0,1,0,1,0,4,4,0,4,1,1,1,4,2,0,8,1,1,0,8,13,10,13,11,7,5,2,11,3,3,1,4,0.125,0.0416666666666667,0.0833333333333333,-0.0833333333333333,16,7,8,7
"34",34,"11","Weiblich",3,3,3,2,3,1,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,2,3,2,0,0,1,3,0,1,3,0,3,3,1,3,2,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,4,1,1,0,0,0,3,0,0,0,0,3,2,0,0,0,3,4,1,2,2,3,0,1,4,3,2,0,0,2,2,0,0,4,0,0,4,3,0,2,4,2,2,4,2,0,14,2,2,2,13,9,11,16,13,4,3,5,16,0,0,3,13,0.0909090909090909,0.136363636363636,-0.142857142857143,0,16,8,6,8
