"","subject","age.x","sex.x","Antisocial_Asses1","Antisocial_Asses2","Antisocial_Asses3","Antisocial_Asses4","Antisocial_Asses5","Antisocial_HowMany1","Antisocial_HowMany2","Antisocial_HowMany3","Antisocial_HowMany4","Antisocial_HowMany5","Antisocial_HowOften1","Antisocial_HowOften2","Antisocial_HowOften3","Antisocial_HowOften4","Antisocial_HowOften5","Antisocial_Recom1","Antisocial_Recom2","Antisocial_Recom3","Antisocial_Recom4","Antisocial_Recom5","IU1","IU10","IU11","IU12","IU2","IU3","IU4","IU5","IU6","IU7","IU8","IU9","PDS1","PDS2","PDS3","Pref1","Pref10","Pref11","Pref2","Pref3","Pref4","Pref5","Pref6","Pref7","Pref8","Pref9","Rebel_Asses1","Rebel_Asses2","Rebel_Asses3","Rebel_Asses4","Rebel_Asses5","Rebel_HowMany1","Rebel_HowMany2","Rebel_HowMany3","Rebel_HowMany4","Rebel_HowMany5","Rebel_HowOften1","Rebel_HowOften2","Rebel_HowOften3","Rebel_HowOften4","Rebel_HowOften5","Rebel_Recom1","Rebel_Recom2","Rebel_Recom3","Rebel_Recom4","Rebel_Recom5","Reckless_Asses1","Reckless_Asses2","Reckless_Asses3","Reckless_Asses4","Reckless_Asses5","Reckless_HowMany1","Reckless_HowMany2","Reckless_HowMany3","Reckless_HowMany4","Reckless_HowMany5","Reckless_HowOften1","Reckless_HowOften2","Reckless_HowOften3","Reckless_HowOften4","Reckless_HowOften5","Reckless_Recom1","Reckless_Recom2","Reckless_Recom3","Reckless_Recom4","Reckless_Recom5","SOEP","Thrill_Asses1","Thrill_Asses2","Thrill_Asses3","Thrill_Asses4","Thrill_Asses5","Thrill_Asses6","Thrill_Asses7","Thrill_HowMany1","Thrill_HowMany2","Thrill_HowMany3","Thrill_HowMany4","Thrill_HowMany5","Thrill_HowMany6","Thrill_HowMany7","Thrill_HowOften1","Thrill_HowOften2","Thrill_HowOften3","Thrill_HowOften4","Thrill_HowOften5","Thrill_HowOften6","Thrill_HowOften7","Thrill_Recom1","Thrill_Recom2","Thrill_Recom3","Thrill_Recom4","Thrill_Recom5","Thrill_Recom6","Thrill_Recom7","SumAntisocial","SumAntisocial_HowMany","SumAntisocial_HowOften","SumAntisocial_Recom","SumThrill","SumThrill_HowMany","SumThrill_HowOften","SumThrill_Recom","SumReckless","SumReckless_HowMany","SumReckless_HowOften","SumReckless_Recom","SumRebel","SumRebel_HowMany","SumRebel_HowOften","SumRebel_Recom","SumIU","meanChangeTowardsRisky_Uncertain_0","meanChangeTowardsRisky_Uncertain_1","meanChangeTowardsSafe_Uncertain_0","meanChangeTowardsSafe_Uncertain_1","MinInEyesSum","numberFowards","numberBackwards","cftScore"
"159",159,"13","Maennlich",3,3,4,2,2,4,0,0,0,0,2,1,0,2,0,2,0,0,0,2,2,2,3,3,1,2,1,0,1,2,4,2,1,1,0,3,0,1,3,3,1,0,1,1,3,0,3,3,4,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,3,2,3,1,0,3,3,0,1,0,1,1,0,0,0,2,2,1,4,7,3,2,1,2,0,0,2,0,3,3,0,3,4,1,0,0,3,0,4,4,0,3,3,3,2,4,4,2,14,4,5,4,10,14,11,21,12,7,2,9,16,1,1,1,23,0,-0.25,0.375,0,14,8,7,9
"160",160,"12","Maennlich",3,3,1,3,1,0,3,0,0,4,1,1,2,2,2,0,0,4,2,0,1,3,1,3,4,2,1,4,3,2,4,2,1,0,1,1,2,1,3,2,1,2,3,2,3,1,2,3,3,4,0,0,1,0,2,4,0,0,0,0,4,1,0,0,0,4,3,4,2,2,1,0,1,0,0,1,0,1,0,0,0,1,0,0,4,4,4,2,0,1,1,1,2,1,1,3,1,0,4,1,0,1,3,1,0,1,0,0,2,3,0,4,1,2,0,11,7,8,6,8,10,6,12,12,2,1,9,12,7,4,5,30,0.107142857142857,-0.0357142857142857,-0.125,0,17,10,10,11
"161",161,"12","Maennlich",0,4,4,3,4,0,0,1,0,0,2,1,0,0,0,4,0,0,0,0,1,2,2,3,2,2,1,1,2,0,0,0,0,0,0,3,0,2,1,0,3,2,1,3,0,3,3,2,4,4,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,2,2,3,2,2,1,0,0,1,1,4,0,0,0,0,1,1,0,0,1,4,2,4,2,3,4,1,0,0,2,1,2,0,2,2,0,0,0,0,0,3,4,0,1,2,2,1,4,4,0,15,1,3,4,14,9,7,14,10,6,1,6,13,3,2,2,16,0,0.0833333333333333,-0.166666666666667,-0.166666666666667,19,7,12,14
"162",162,"13","Maennlich",1,2,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,2,1,2,1,3,2,1,1,2,2,1,1,0,0,0,3,0,2,3,0,3,2,2,2,3,0,3,4,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,3,1,0,2,4,0,3,0,1,3,0,1,0,1,1,1,2,3,1,1,1,3,1,2,2,3,1,1,0,4,3,0,0,0,0,0,4,1,0,1,2,2,1,3,2,0,6,3,2,3,11,12,5,11,13,9,5,5,15,1,0,1,19,0.0833333333333333,-0.208333333333333,0.0833333333333333,-0.416666666666667,21,11,15,12
"163",163,"12","Maennlich",3,3,4,3,3,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2,0,1,2,1,0,1,0,2,2,1,0,0,0,0,3,0,0,3,2,1,1,3,0,3,0,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,3,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,2,2,4,1,1,4,2,1,2,0,2,2,1,0,0,1,0,2,4,0,4,3,2,3,4,3,0,16,1,2,1,16,10,7,19,17,1,0,3,17,0,0,2,12,-0.208333333333333,0.0416666666666667,0,-0.166666666666667,17,7,10,12
"164",164,"12","Weiblich",4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,4,2,0,0,0,1,4,0,0,1,1,1,0,0,3,0,2,3,2,3,3,0,4,4,4,4,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,4,4,4,1,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,5,1,3,2,3,0,0,4,3,0,0,0,4,2,0,0,0,0,0,0,1,0,2,1,2,4,4,2,0,20,0,0,0,13,9,1,15,16,4,4,4,20,4,0,0,19,0.142857142857143,0.25,0.125,0.125,18,6,11,9
"165",165,"12","Weiblich",3,4,3,3,4,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,3,1,1,1,3,2,2,1,1,2,2,2,1,1,1,1,0,NA,3,0,3,3,1,2,3,1,4,4,4,4,2,0,0,0,0,3,0,0,0,0,2,0,0,0,0,2,2,3,3,3,2,1,1,1,0,3,1,1,1,0,0,1,0,1,0,2,4,3,2,2,4,2,2,2,3,0,2,0,4,2,1,1,1,2,1,4,1,1,2,1,3,1,4,2,0,17,2,3,2,17,12,11,13,13,6,3,4,18,3,2,2,21,-0.0714285714285714,-0.0714285714285714,-0.125,0,19,10,9,9
"166",166,"14","Weiblich",1,4,4,2,4,3,2,4,3,3,4,0,0,4,1,0,0,0,2,0,3,4,4,2,4,3,1,4,2,3,3,0,3,2,0,3,3,3,2,0,3,3,0,2,2,0,3,4,4,4,2,4,3,4,1,4,0,0,0,0,3,1,0,0,0,3,4,1,1,3,3,1,3,4,2,4,0,1,4,3,4,0,NA,0,0,4,2,2,3,3,4,1,4,2,4,1,2,1,4,4,1,0,0,0,0,4,3,0,3,2,2,0,4,0,NA,15,15,9,2,19,17,7,NA,12,14,12,NA,17,16,3,4,33,0,-0.125,0,0.166666666666667,18,9,12,12
"167",167,"14","Weiblich",0,3,1,2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,2,2,1,1,3,2,1,2,1,2,1,0,2,2,0,2,0,0,2,2,0,3,0,2,2,1,1,1,2,4,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,2,1,0,2,3,0,2,0,2,2,0,3,0,0,1,0,1,4,2,2,1,1,1,1,0,3,3,3,0,4,3,1,2,1,1,0,3,2,0,2,2,2,2,3,3,0,6,3,2,1,8,17,9,14,6,7,7,2,9,4,1,1,18,0.178571428571429,0.107142857142857,-0.25,0.25,17,10,15,8
"168",168,"16","Weiblich",1,3,4,2,2,2,0,0,2,1,1,0,0,1,0,1,0,0,1,0,3,3,2,2,2,3,2,1,2,3,2,1,2,1,0,1,0,1,2,0,1,3,0,2,3,0,2,3,2,4,2,3,0,3,0,3,2,0,2,0,2,2,0,0,0,2,3,1,1,3,2,0,3,4,0,0,1,1,4,0,0,0,0,1,0,2,6,1,2,1,2,1,0,0,2,0,1,0,2,2,2,2,0,1,0,3,2,0,4,1,1,1,3,3,0,12,5,2,2,7,9,8,13,10,7,6,3,13,9,6,4,26,-0.125,-0.0416666666666667,0,0.166666666666667,21,11,11,13
"169",169,"16","Weiblich",1,3,1,0,2,0,0,0,4,0,1,0,0,4,0,0,0,0,1,0,1,1,2,0,1,0,0,2,1,2,3,1,2,2,0,1,3,0,3,3,1,3,1,2,2,0,2,3,2,4,2,3,0,3,4,4,3,0,2,1,3,0,0,0,0,2,2,1,1,4,1,0,2,4,0,4,0,2,4,0,4,0,1,1,0,0,4,4,3,4,2,1,0,0,4,1,1,0,4,3,2,1,2,0,0,3,4,2,3,3,2,4,4,1,2,7,4,5,1,14,15,12,19,9,10,10,2,13,14,9,2,14,0.0416666666666667,-0.125,0.166666666666667,0.0833333333333333,18,6,9,11
"170",170,"16","Weiblich",3,4,4,1,3,2,0,0,4,0,1,0,0,4,0,0,0,0,2,0,0,2,3,3,2,1,1,0,0,2,3,1,3,2,0,3,0,0,3,2,0,3,1,2,2,0,4,4,4,2,1,2,0,1,1,4,1,0,1,1,3,0,0,0,1,3,3,3,3,4,2,0,2,4,0,3,0,2,4,0,1,2,0,0,0,3,6,1,1,1,3,1,1,0,0,0,0,0,1,4,1,0,1,0,0,2,3,0,3,3,3,1,3,3,0,15,6,5,2,8,6,6,16,15,9,7,5,15,8,6,4,18,0,0.125,-0.0833333333333333,0.166666666666667,16,15,14,15
"171",171,"18","Maennlich",0,4,3,1,3,2,0,1,2,1,3,0,0,2,0,1,0,0,2,0,3,2,3,3,4,2,3,3,1,3,3,2,3,2,2,2,NA,0,3,NA,3,2,2,0,2,3,3,3,3,3,2,2,1,2,1,3,2,0,1,0,4,0,0,0,0,3,4,2,2,3,1,0,2,3,1,2,0,1,2,1,3,0,0,0,1,2,6,2,2,2,2,2,1,2,0,1,0,0,2,2,2,0,3,0,0,2,2,1,2,3,0,3,3,4,0,11,6,5,3,13,7,8,15,12,8,7,3,14,9,7,3,32,0.107142857142857,0.0357142857142857,0,0,19,8,13,15
"172",172,"18","Maennlich",1,4,3,1,4,2,1,0,2,0,2,0,1,3,0,2,0,0,3,0,2,1,2,1,2,3,1,3,2,2,3,1,3,2,2,3,2,1,3,1,0,3,0,2,3,2,0,4,0,4,0,2,1,2,2,2,3,0,3,0,3,3,0,3,0,4,4,1,3,2,2,1,1,3,0,3,0,3,0,0,1,1,1,1,1,4,6,1,1,2,4,4,0,2,2,1,2,0,2,0,2,3,1,3,0,1,2,1,2,4,4,1,1,1,1,13,5,6,5,14,9,11,14,12,8,4,8,8,9,9,10,23,0.107142857142857,0.0714285714285714,0.125,0.125,13,7,11,9
"173",173,"17","Maennlich",1,4,3,1,4,1,0,1,3,0,2,0,0,1,0,2,0,0,4,0,3,4,3,3,4,4,3,3,3,4,2,2,3,1,3,1,0,0,1,1,1,1,3,2,3,3,3,3,3,4,2,4,2,4,3,4,0,0,0,0,1,0,0,0,0,2,4,3,2,4,2,0,3,3,0,2,0,1,0,0,0,0,0,1,0,2,1,1,3,2,2,1,1,3,1,0,0,0,3,3,3,0,1,0,0,2,1,0,2,3,2,2,1,1,0,13,5,3,6,13,10,4,11,15,8,1,3,15,17,1,2,38,0,0.0416666666666667,0.0833333333333333,0,24,NA,NA,15
"174",174,"17","Weiblich",1,4,3,1,2,2,1,1,3,2,2,0,0,3,1,3,1,0,3,1,3,3,3,2,3,2,2,3,2,3,2,2,3,3,0,1,0,0,3,2,0,1,0,2,2,0,1,4,2,4,2,4,4,3,3,3,2,0,2,0,2,3,0,3,1,3,3,3,1,3,1,0,3,3,1,4,0,1,4,0,4,0,2,3,1,4,3,3,3,2,1,1,1,2,2,2,1,1,2,3,2,0,0,0,0,1,3,2,1,2,3,2,3,4,2,11,9,6,8,13,13,6,17,11,11,9,10,13,17,6,10,30,0.227272727272727,0.318181818181818,0.0714285714285714,0.214285714285714,22,11,5,12
"175",175,"17","Weiblich",1,4,4,2,3,3,1,0,2,1,3,0,0,1,0,2,0,0,2,0,1,0,1,0,3,0,2,1,0,1,1,1,3,3,0,1,0,3,0,1,0,3,1,2,3,3,2,4,4,4,2,3,2,3,2,3,1,0,0,0,1,2,0,0,0,2,2,1,3,4,1,0,4,3,3,4,0,1,4,2,4,0,0,0,1,4,10,2,2,2,3,1,1,1,1,3,1,0,3,3,2,1,1,0,0,2,2,0,2,4,2,3,4,3,0,14,7,4,4,12,13,6,18,11,14,11,5,16,13,2,4,11,0.0454545454545455,0.227272727272727,-0.0714285714285714,0.142857142857143,17,8,8,14
"176",176,"17","Weiblich",3,3,3,0,3,1,1,2,3,2,2,0,0,2,0,1,0,0,3,0,1,2,1,1,3,1,1,0,2,2,2,0,3,2,0,1,0,1,2,3,1,3,0,3,2,2,2,3,3,4,2,4,4,4,4,4,1,0,0,0,2,2,0,0,0,3,4,3,3,3,1,0,3,4,1,3,0,1,3,0,1,0,0,1,0,3,4,2,1,2,2,0,1,1,3,1,0,0,2,3,2,3,0,2,0,1,3,0,3,2,3,2,3,3,0,12,9,4,4,9,11,9,16,14,11,5,4,14,20,3,5,16,-0.136363636363636,-0.181818181818182,-0.0714285714285714,0,22,9,10,15
"177",177,"18","Maennlich",1,4,4,1,3,1,0,1,3,1,1,0,0,3,1,2,0,0,2,0,2,1,1,2,2,1,1,1,2,1,1,1,2,2,2,1,0,0,3,0,3,3,2,2,0,0,3,3,3,3,2,4,2,4,0,3,4,2,4,2,4,2,0,2,0,3,4,2,3,3,1,0,3,4,0,1,1,4,4,0,1,0,2,0,0,3,4,1,1,2,1,1,0,3,1,0,0,0,3,3,1,2,0,1,0,4,2,1,4,3,3,2,4,2,0,13,6,5,4,9,8,10,18,13,8,10,5,14,13,16,7,16,0.0416666666666667,0.0416666666666667,0,-0.0833333333333333,19,10,12,14
"178",178,"18","Maennlich",1,4,4,2,4,1,0,1,1,0,2,0,0,1,0,0,0,0,3,0,2,3,2,3,4,4,3,1,3,3,3,2,3,2,3,2,0,2,2,0,0,2,0,2,3,1,3,4,4,4,3,2,1,1,1,3,2,0,0,0,2,2,0,0,0,2,4,3,3,4,2,1,4,2,0,3,1,0,1,0,3,1,0,0,0,2,2,2,2,3,3,1,1,3,2,1,1,0,2,2,2,0,1,0,0,4,1,0,3,3,1,2,3,1,0,15,3,3,3,15,10,6,13,16,10,5,3,18,8,4,4,33,0.107142857142857,0.0714285714285714,0,0,25,13,16,15
"179",179,"18","Maennlich",2,4,4,1,1,3,0,1,2,0,3,0,1,1,0,1,0,1,1,1,3,1,2,2,2,3,2,2,1,2,1,1,3,2,2,1,0,3,1,0,1,2,1,2,3,3,3,3,3,3,1,3,1,1,1,1,4,1,1,1,1,2,1,1,1,3,4,4,4,4,2,0,1,1,0,1,0,1,1,0,1,0,0,0,1,3,5,1,1,2,1,1,1,1,2,2,2,0,0,1,0,2,2,2,0,1,1,0,4,3,3,2,2,3,0,12,6,5,4,8,7,8,17,18,3,3,4,13,7,8,8,22,0.0833333333333333,0,0.166666666666667,0.0833333333333333,25,6,8,13
"180",180,"18","Maennlich",3,4,4,1,4,1,0,1,1,0,2,0,0,3,0,0,0,0,2,0,1,1,4,1,2,2,4,1,0,1,3,3,3,2,3,3,0,2,3,2,1,2,0,2,3,1,3,4,3,4,2,3,3,3,3,4,3,0,2,3,3,2,0,1,2,3,2,4,4,4,4,0,2,3,2,2,0,1,0,0,4,0,0,0,0,1,7,3,1,3,3,1,1,1,3,0,0,0,0,1,1,4,0,0,0,0,1,1,4,2,3,4,1,1,0,16,3,5,2,13,5,6,15,18,9,5,1,16,16,11,8,23,0.0555555555555556,-0.166666666666667,0.0555555555555556,-0.222222222222222,24,9,13,9
"181",181,"18","Weiblich",3,2,2,1,2,2,0,1,2,0,3,0,0,2,0,1,1,1,3,0,2,0,1,1,3,1,1,1,1,1,1,0,3,3,0,1,0,0,2,0,0,3,0,2,1,0,2,3,2,3,1,4,1,4,2,3,2,1,3,1,3,3,1,2,3,4,3,1,1,3,1,1,3,4,1,3,0,4,4,0,1,2,3,2,0,3,4,2,1,1,0,1,0,2,2,0,0,1,2,4,0,1,1,0,0,2,3,1,4,4,2,4,4,2,1,10,5,5,6,7,9,8,21,9,12,9,10,11,14,10,13,13,-0.0833333333333333,0.0833333333333333,-0.0833333333333333,0,20,9,14,14
"182",182,"18","Weiblich",1,4,1,1,2,2,0,1,3,2,2,0,0,3,2,1,0,0,3,1,3,0,2,1,3,1,2,0,2,2,3,2,3,3,0,1,0,0,3,3,0,3,1,2,3,2,2,4,2,4,2,4,2,3,2,4,3,0,1,0,2,2,0,0,0,3,3,1,3,4,3,0,4,4,1,2,0,1,0,0,4,0,1,0,0,2,5,4,1,2,1,1,1,2,4,1,2,0,2,3,1,0,0,2,0,2,1,0,2,3,3,3,2,0,0,9,8,7,5,12,13,5,13,14,11,5,3,14,15,6,5,21,-0.181818181818182,0,0.142857142857143,-0.0714285714285714,20,6,16,14
"183",183,"18","Weiblich",0,3,4,2,2,3,0,0,0,0,4,0,0,0,0,1,0,0,0,0,3,1,1,3,3,2,1,2,3,2,1,0,3,3,0,3,0,0,3,2,2,3,2,2,0,0,1,4,4,4,1,3,0,1,0,2,1,0,0,0,3,1,0,0,0,1,3,1,2,4,1,0,3,4,0,0,1,3,4,0,0,1,1,2,0,2,4,3,1,1,3,0,0,1,0,1,0,0,1,2,2,0,1,0,0,1,3,1,2,2,1,1,3,4,0,11,3,4,1,9,6,6,13,11,7,8,6,14,6,4,2,22,0.142857142857143,0.0357142857142857,0.25,0.125,28,11,13,15
"184",184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",185,"19","Maennlich",0,3,2,0,1,1,0,0,2,0,1,0,0,3,0,1,0,0,4,0,0,0,2,1,1,0,2,0,1,2,2,0,2,2,3,3,0,2,3,2,3,1,1,3,3,0,2,1,1,2,0,3,2,3,3,3,3,1,3,3,3,1,0,1,2,3,4,1,3,2,1,1,3,3,0,0,1,3,3,1,3,1,1,0,0,2,5,1,0,1,1,0,0,0,2,0,0,0,0,2,1,2,3,0,0,0,2,2,4,3,1,2,2,1,1,6,3,4,5,3,5,9,14,11,7,11,4,6,14,13,7,11,-0.107142857142857,-0.142857142857143,0,0,26,6,9,14
"186",186,"19","Maennlich",1,4,4,1,2,2,0,0,1,0,2,0,0,1,1,0,0,0,1,0,3,2,2,2,3,2,2,2,1,2,2,2,3,2,2,1,0,3,1,0,1,1,3,0,3,0,3,4,4,4,2,1,1,0,0,2,0,0,0,0,2,0,0,0,0,1,3,2,3,3,3,0,1,1,0,2,0,1,1,1,2,0,1,1,0,4,5,3,1,2,3,3,2,3,1,0,0,0,2,2,0,1,0,1,0,2,2,0,2,2,1,1,2,1,0,12,3,4,1,17,5,6,9,14,4,5,6,17,4,2,1,25,0.0714285714285714,0.0357142857142857,0,0,23,10,15,14
"187",187,"19","Maennlich",2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,3,1,3,2,0,2,2,2,1,0,2,1,1,2,0,1,2,2,2,1,3,0,3,2,3,2,4,4,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,1,2,3,4,4,3,0,1,0,2,4,0,1,0,0,0,0,1,0,0,2,7,4,3,2,3,1,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,0,0,1,18,2,0,2,16,7,1,3,14,6,0,1,20,0.142857142857143,0.0714285714285714,-0.125,0,15,NA,NA,NA
"188",188,"19","Weiblich",1,3,4,1,1,2,0,0,2,1,1,0,0,2,0,1,0,0,2,0,1,1,0,1,2,0,0,0,2,1,0,0,3,3,0,3,0,0,2,0,1,3,0,2,3,0,1,2,3,4,1,2,0,2,0,4,1,0,1,0,3,2,0,1,0,3,3,1,1,4,1,0,4,4,0,1,0,4,4,0,1,0,2,2,0,4,7,2,0,2,3,0,0,0,1,3,1,0,3,1,3,1,3,0,0,3,1,2,3,4,2,2,4,2,1,10,5,3,3,7,12,10,18,10,9,9,8,11,8,5,6,8,0.0714285714285714,0.142857142857143,0.125,0,20,11,15,13
"189",189,"19","Weiblich",1,3,2,2,3,2,0,0,3,1,1,0,1,2,1,1,1,1,2,1,2,2,3,1,3,2,2,1,1,2,2,1,3,3,0,1,0,0,2,3,0,3,2,2,2,0,1,1,2,2,1,4,3,3,1,4,2,2,1,1,3,2,1,2,2,2,2,1,1,4,2,0,4,4,1,2,0,4,4,0,1,2,2,1,0,1,4,1,2,1,2,1,0,1,2,0,0,0,2,3,4,2,0,3,0,1,1,3,3,2,4,2,3,2,3,11,6,5,6,8,11,10,19,10,11,9,6,7,15,9,9,22,0.222222222222222,0.0555555555555556,0.0555555555555556,0.222222222222222,27,14,16,12
"190",190,"19","Weiblich",1,4,3,1,2,1,0,2,3,1,1,0,1,3,0,0,0,0,2,0,1,3,4,2,3,3,3,2,3,2,4,2,3,3,0,2,0,2,2,0,0,0,1,2,3,0,3,3,3,3,2,4,4,4,3,4,4,4,3,2,4,2,1,3,1,4,2,3,2,4,3,1,4,4,4,4,0,2,4,3,3,1,1,2,2,3,7,3,2,2,3,2,3,0,2,0,0,0,3,2,3,1,0,0,0,3,2,3,3,2,2,3,4,1,2,11,7,5,2,15,10,9,17,14,17,12,9,14,19,17,11,32,0.136363636363636,0,-0.0714285714285714,0,22,11,11,13
"191",191,"19","Weiblich",2,2,3,0,2,2,0,0,2,0,3,0,0,1,0,2,0,0,4,0,1,3,4,4,4,1,4,3,3,4,4,2,3,3,0,3,0,1,2,0,2,3,0,2,3,1,3,4,3,3,0,4,2,2,3,4,1,0,0,1,2,1,0,0,1,3,2,2,2,4,2,0,2,4,0,0,0,1,4,0,2,0,1,2,0,2,3,1,1,1,2,0,1,2,1,0,2,0,3,4,3,2,0,0,4,4,1,0,4,2,4,1,4,2,0,9,4,4,6,8,13,11,17,12,6,7,5,13,15,4,5,37,0,-0.0357142857142857,0,-0.75,19,7,13,12
"192",192,"20","Maennlich",0,4,3,1,3,3,0,0,1,0,2,0,0,1,0,2,0,0,0,0,1,1,2,2,2,1,2,1,3,3,0,0,3,2,3,2,0,2,3,0,1,1,1,2,0,0,2,2,3,3,0,4,3,3,2,4,2,1,0,1,2,2,1,0,1,4,3,0,2,4,1,2,4,4,1,4,2,4,4,0,4,2,0,0,0,2,4,2,1,2,1,0,0,1,2,0,0,0,3,2,2,0,0,1,1,4,1,1,4,0,4,4,4,1,0,11,4,3,2,7,9,8,17,10,15,14,4,10,16,6,8,18,0.166666666666667,0.0833333333333333,0.25,0.0833333333333333,22,11,16,13
"193",193,"20","Maennlich",0,4,4,2,4,4,0,0,3,2,3,1,0,2,0,3,0,0,4,0,1,1,3,1,3,1,2,1,1,2,3,1,3,3,2,3,0,1,3,2,2,3,0,0,1,2,3,4,3,3,2,3,2,3,3,4,2,0,2,1,2,2,0,2,1,4,4,2,4,4,3,0,4,3,3,3,0,2,1,0,2,0,2,1,0,2,7,1,0,3,3,2,2,3,4,3,2,1,4,4,3,3,4,0,0,2,3,2,4,4,3,3,3,3,2,14,9,6,7,14,21,14,22,17,13,5,5,15,15,7,9,20,0.125,0,0.0833333333333333,0.166666666666667,18,10,12,15
"194",194,"20","Maennlich",1,4,3,0,3,3,0,1,2,0,3,0,1,4,0,2,0,0,4,0,1,3,1,1,3,2,0,1,1,2,2,1,3,3,3,1,0,0,2,1,2,3,0,0,3,0,1,3,2,2,1,4,3,3,3,4,3,1,2,3,3,4,0,3,4,4,2,0,3,3,1,0,2,0,2,2,0,4,0,0,0,0,4,0,1,3,6,3,0,3,3,1,1,0,0,0,2,0,1,4,3,0,0,0,0,0,1,4,3,3,3,3,0,4,3,11,6,8,6,11,10,5,19,9,6,4,8,9,17,12,15,18,0,0.0833333333333333,0,0.0833333333333333,23,13,12,14
"195",195,"20","Maennlich",0,4,3,1,3,3,0,0,3,0,2,0,1,2,0,3,0,0,2,0,1,1,0,1,2,1,0,0,2,2,0,0,3,1,3,0,0,0,2,0,1,2,1,2,3,0,2,3,1,3,1,4,2,4,3,3,2,3,2,2,2,4,0,4,3,3,4,2,3,3,3,0,4,2,3,3,1,3,2,1,3,1,1,1,1,2,6,2,1,3,3,1,1,1,2,0,1,0,0,3,2,1,1,1,0,1,1,2,3,3,1,3,1,3,3,11,6,5,5,12,8,7,17,15,12,10,6,10,16,11,14,10,0.0909090909090909,0.136363636363636,0.142857142857143,0.285714285714286,20,11,13,13
"196",196,"20","Weiblich",3,4,4,0,2,0,0,0,2,0,2,0,0,3,1,0,0,0,2,0,2,2,2,2,2,3,2,1,1,2,3,1,3,3,0,3,0,0,2,0,3,3,1,2,3,0,1,4,2,3,2,3,1,3,1,3,3,0,3,1,3,2,0,2,0,3,4,3,3,4,1,0,2,4,0,3,0,1,3,0,4,0,0,0,0,0,4,0,1,1,2,1,0,3,2,0,0,0,3,4,1,4,0,0,0,2,3,0,3,1,2,1,3,0,0,13,2,6,2,8,10,9,10,15,9,8,0,12,11,10,7,23,0,0,0,0,22,9,12,15
"197",197,"21","Weiblich",3,4,4,0,4,2,0,0,4,0,1,0,0,4,0,0,0,0,4,0,4,2,3,3,4,4,3,4,4,4,3,4,2,2,0,2,0,2,3,3,0,3,1,2,3,2,3,3,4,4,1,4,3,3,3,4,0,0,0,0,1,0,0,0,0,3,4,3,4,4,3,0,4,4,3,4,0,1,4,0,1,0,1,0,0,1,2,2,1,3,2,1,2,0,1,0,0,0,1,2,0,1,0,0,0,0,1,0,3,3,3,0,3,0,1,15,6,5,4,11,4,2,13,18,15,6,2,15,17,1,3,42,0.214285714285714,0.0714285714285714,0.25,0,29,10,11,13
"198",198,"20","Weiblich",1,4,3,1,1,2,0,0,4,2,2,0,0,1,1,0,0,0,2,0,1,3,3,2,2,2,1,1,1,0,2,2,3,3,0,0,0,0,2,2,0,3,2,2,0,0,4,3,4,4,1,4,3,3,2,4,0,0,0,0,2,0,0,0,0,2,4,1,1,4,2,0,4,4,2,4,0,4,1,0,3,0,4,0,0,4,4,2,1,2,1,0,0,1,0,2,0,0,2,3,0,0,0,0,0,0,2,0,4,4,4,4,4,4,0,10,8,4,2,7,7,2,24,12,14,8,8,16,16,2,2,20,0.25,0.25,0.0416666666666667,0.0416666666666667,19,10,12,12
"199",199,"20","Weiblich",0,4,4,1,3,3,0,1,4,0,4,0,0,4,0,1,0,0,2,0,0,2,3,3,2,1,0,1,2,3,2,0,3,3,0,2,0,0,2,1,2,3,2,0,0,2,4,4,4,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,2,4,3,0,4,4,1,4,0,3,4,0,2,0,0,2,0,2,5,3,2,2,2,1,3,1,0,0,0,0,0,3,0,0,1,2,0,0,4,0,0,3,1,1,2,2,0,12,8,8,3,14,3,7,9,14,13,9,4,17,2,1,1,19,0,0,0.0384615384615385,-0.0384615384615385,26,12,10,12
"200",200,"19","Maennlich",0,4,3,0,2,2,1,0,2,1,2,1,0,2,1,1,0,0,3,0,1,1,1,1,2,2,2,0,1,2,2,0,3,2,3,0,3,0,3,0,3,1,1,2,0,1,3,NA,3,4,NA,3,2,4,2,3,3,1,3,0,3,1,0,1,1,4,4,3,4,4,2,1,2,3,2,1,1,2,2,1,4,0,0,0,0,4,4,3,2,NA,2,NA,1,1,1,1,0,0,2,2,2,2,0,1,0,3,3,0,4,2,2,2,4,3,0,9,6,6,4,NA,8,9,17,17,9,10,4,NA,14,10,7,15,-0.0416666666666667,-0.0416666666666667,-0.166666666666667,-0.0833333333333333,30,11,12,13
